Reviews,Date
"Aplikasinya lengkap banget nih fasilitasnya untuk menunjang pembelajaran, bisa sesuai juga dengan cara belajar siswa yang cenderung mandiri/kelompok, fasilitas lengkap ada les ada grup ada tutor, recomended banget pokoknya, ini baru namanya ada harga ada rupa👍🏻",26 Oktober 2020
"Aplikasinya bagus dan pelajarannya lebih mudah dimengerti daripada pelajaran di sekolah. Menarik dan nggak ngebosenin 👍. Minus kalau mode gelap hp, aplikasinya jadi mode gelap juga terkadang juga soalnya nggak nampak",18 November 2021
"Aplikasinya bagus aku udah berlangganan untuk tahun kedua. Tapi masih ada sedikit masalah. Misalnya fitur bank soal dimana opsi a,b,c,d sering tidak sesuai di aplikasi dengan di pdf/copy Kemudian untuk ruangbaca aku saranin buat ada tombol sharenya. Dan fitur tanya jawab untuk matematika dan fisika aku saranin bisa bentuk bangun ruang/bangun datar, dan bentuk akar/pangkat/pecahan.",1 November 2020
"Aplikasi nya bagus bangetttt🤩 video belajarnya juga lengkap. Cara jelasinnya juga mudah dipahami. Dulu waktu kelas 8, sebelum aku pakai ruang guru, nilai IPA ku jelek banget☹️ tapi waktu kelas 9, setelah aku pake ruang guru, nilai IPA ku melambung tinggi bangettt. Makasih ruang guru🥰 semoga makin sukses Yaaa:D",30 Januari 2020
"Menurut aku ruang guru , efektif buat aku yang baru masuk sma , jadi aku bisa lebih bljr sendiri dan mempelajari nya dulu sebelum disekolah dan pasti udah paham dong , karena nntonin vidio nya ruang guru yang asikk banget buat di pelajari materinya apa lagi kayak fisika, jadi lebih gampang .SUKSES buat @ruangguru",23 Oktober 2018
"aplikasi sangat bermanfaat, harga berlangganan affordable. sedikit curhat, dlu saat sya kls 8 (blm berlangganan ruangguru) rentang nilai bahasa inggris sya 70-80, sekarang (saat berlangganan) menjadi 80-100. Terima kasih ruangguru, semoga bisa lebih berinovasi utk membantu tmn2 belajar di seluruh Indonesia ini🙏",16 Maret 2020
"sebenarnya aplikasi nya sudah cukup bagus dan video pembelajaran nya cukup dimengerti... namun kendala yg saya alami ada 2, 1. setiap tahun nya (meskipun sudah berlangganan) selalu di chat oleh kakak dari ruang guru.. jika saya sudah menjawab ""sudah berlangganan / maaf tidak kak"" terus-menerus ditawarkan yg lain.. 2. Fitur robo guru selalu error, yg ditanya apa yg dijawab apa.. atau soal selalu tidak terbaca meskipun soal nya saya ketik / saya foto (hasil nya jernih) Terimakasih!",6 Desember 2021
"Menurut aku ruangguru itu sangat bagus, mulai dari fiturnya, materinya, latihan-latihan soalnya yang diberikan untuk setiap jenjang dan setiap mata pelajarannya itu sangat lengkap tepat sasaran dan mudah diterima, jadi ini seperti full package.Selain di dari tampilannya sangat menarik bagi anak-anak maupun remaja. Jadi tidak menimbulkan rasa bosan bagi penggunanya.",8 Februari 2021
"Memang bener, ga ada anak yg bodoh. Yg ada hanya anak yg malas atau bahkan terkendala dgn sistem pembelajaran. Ruangguru membantu banget dlm memahami materi sekolah. Awalnya, materi sekolah g ada yg masuk di otak, krn sistem pembelajaran secara daring itu bikin cepat bosan dan malas. Tapi, ruangguru bisa membantu itu semua. Materi jadi gampang masuk, krn sistem pembelajarannya yg sgt menarik. Sekarang jadi makin antusias kalo belajar MTK walaupun daring, krn udah paham sama cara penyelesaiannya.",10 Agustus 2021
wahhh.....membantu banget tuh dari yang saya tidak tau matematika jadi tau deh karena belajar sama ruang guru...makasih ya utk bimbingannya yang sangat mudah dimengerti......terus ditambah videonya yang tidak membuat bosan sehingga mudah untuk saya mengerti.....,30 Juli 2019
bagus saya jadi lebih paham(faham)berbagai materi pelajaran mulai dari mtk b.inggris sosiologi sejarah dll :v tapi ada sedikit bug kadang ruang guru_ nya gak mau ada tulisan coba beberapa saat lagi (dak ingat tulisan asli nya tapi maksudnya seperti itu) padahal jaringan bagus hp bagus tapi tetep gak mau kadang kadang :) tapi aplikasi nya bagus sekali pokok nya bagus:),22 Juli 2019
"maaf sebelumnya sebenarnya saya suka sekali dengan app Ruangguru ini tetapi saya siswa dari smk dan saya mendownload ini tentunya dengan tujuan untuk belajar tetapi di pilihan kelas ruang guru tidak ada pilihan untuk kls smk jadi saya kecewa padahal saya sangat ingin belajar di ruangguru ini.Sedikit dari saya semoga ruangguru bisa menghadirkan materi pembelajaran untk smk biarpun hnya untuk mata pelajaran pokok saja seperti matematika,B.Indonesia,ipa danB.Inggris.krna materi pembelajarannya beda.",26 Juli 2019
"Bener bener puas sama ruangguru, baru kali ini dapet bimbel dengan kualitas terbaik tapi harga super terjangkau. Untuk nilaiku juga berubah drastis jauh lebih baik. Mau saran dikit aja sih, kalo bisa di setiap materi ada konsep kilatnya. Karena itu super ngebantu banget untuk murid yang gurunya sering ngadain ujian/ulangan dadakan. Jadi bisa belajar langsung semua materi dalam waktu bbrp menit aja. Dan entah kenapa paham banget sama pembahasannya:D semangat tim ruangguru ^^",21 Februari 2021
"Berkat ruang guru nilai dan pandangan saya untuk mapel tertentu berubah. Dari mapel sulit yang saya kurang suka, malah saya lebih tertarik untuk belajar ke mapel tersebut. Walaupun ada kekurangan saat mengerjakan kuis setelah melihat video pembelajaran pasti lag/bug beresiko pet sampai ""sakit/mati"" tapi sejauh ini sudah sangat berguna.",6 September 2023
"Penjelasan tentang materi nya mudah dipahami, bnyk soal2 latihan sehingga memudahkan kita untuk melatih materi yg telah kita pelajari, dapat belajar dengan santai karena video pembelajaran dapat ditonton kapan saja dan dimana saja selama ada kuota. Juga ada diskon di waktu2 tertentu",20 Januari 2020
Ruang guru ini sangat membantu saya dalam proses bljr apalagi dengan video nya yg menarik&unik saat menjelaskannya. Tetapi mengapa video nya jadi tidak bisa dibukak ya ka?sebelumnya bisa dibuka cepat dan tidak seperti ini padahal say sudah mengupdate nya tetapi tidak bisa dibuka juga.Saya jdi bingung buat bljrnya ka aplgi tugs lg banya.Tolong segera diperbaiki ka:(,3 April 2020
"terimakasih ruang guru, RG sangat berpengaruh bagi saya, video belajarnya sangat menarik, dan penjelasannya pun juga mudah diterima, apalagi ada journey yg buat kita semangat untuk belajar terus menerus, skrg saya lolos ujian mandiri dan sbmptn di 2 PTN berbeda, sekali lagi trimakasih ruang guru!😊",31 Juli 2019
"Wow!Aplikasi yang bagus,berkat aplikasi ini,saya bisa belajar dimanapun dan kapanpun dengan biaya yang murah tentunya tetapi tidak murahan(berkualitas)Terimakasih Ruangguru!,Masalah yang dulu sudah diperbaiki,terimakasih.sekarang kenapa ga bisa ambil tangkapan layar?jadi gabisa diliat yang sudah dijelaskan dan harus nonton vid lagi...",15 September 2019
"aplikasinya bagus sih,tetapi mengapa kadang-kadang suka error.padahal aku udah pernah mendownload ulang,tapi suka begitu terus,terutama di ruangbaca.kejadian itu selalu sering ada.mohon sarannya ya kalau bisa.",7 Januari 2019
"Udh berlangganan tapi ko susah ya masuknya, trus gambar ga keluar n klo ga gitu gambarnya jadi gede n ga bisa di kecilin. N suka lama loading nya. Kan mau belajar juga. Aku kasih tambah bintang . Udh lumayan ga lemot setelah aku kasih ulasan🤭, cuma blm ngerti ko gambarnya gede ga bisa di kecilin aja.maksud aku, gambar di pilihan ganda a,b,c nah misal di gambar a JD gede n ga bisa di lihat seluruhnya.",8 September 2020
"Ruang guru, merupakan aplikasi edukasi terbaik yang dapat membantu para siswa siswi belajar, melihat dengan kondisi pandemi sekrng, ruanguru menyediakan berbagai fitur belajr yang membantu siswa siswi memahami semua materi, menyediakan berbagai macam soal dan latihan-latihan soal yang di sertai dengn pemabahasan yang sangat lengkap",26 Oktober 2020
"Bagus sih, animasi di vidionya bikin saya tidak bosan belajar, tetapi saya minta kepada pihak ruangguru agar membuat vidio penjelasannya dengan cara yg simple dan mudah di pahami, contohnya seperti pelajar MTK tolong berikan cara yg mudah di pahami",5 September 2019
"Aplikasi nyaa bagus buat belajar... Tapi setiap aku mau ngumpulin exp susah banget, soalnya tiap nonton video belajar pasti videonya bakal keulang dan gak kehitung poin nya... Tolong minnn bug nya diperbaiki biar aku makin semangat belajar",27 Juli 2023
"hasil video download di ruang guru tidak terdeteksi di FILE MANAGER/EXPLORER bawaan ponsel untuk membuat Folder pemetaan dari masing"" mata pelajaran dan dapat di putar digalery.. Kalaupun tidak demikian, setidaknya tempat penyimpanan yg terdapat di aplikasi ruang guru dapat di edit untuk pembuatan folder setiap mata pelajaran agar lebih mudah di pelajari dan efisien... Terimakasih.",26 Juli 2019
"Seru banget belajar di Ruangguru, ga bikin bosen karna banyak fiturnya seperti video pembahasan berupa animasi, bank soal, live quiz dan ada reward setelah belajar yang bikin tambah semangat. Sangat membantu sekali, terutama untuk pejuang PTN&Gapyear seperti saya yang udah lupa materi pelajaran ketika di sekola tahun lalu.",2 Maret 2020
"aku salah satu pengguna aplikasi ruang guru semenjak kelas 10 SMA. dan yg aku rasakan setelah menggunakan aplikasi ini, ternyataaa sangat bermanfaat sekali dan sangat membantu dalam proses belajar. selain itu, aplikasi ruang guru juga membantu para siswa yg ingin berjuang untuk mendapatkan perguruan tinggi negeri. karena, selain ada fitur ruang belajar SMA, di dalam aplikasinya pun terdapat fitur ruang belajar khusus UTBK-SBMPTN. Pokoknya aplikasi ruangguru recommended bgt dehhh!!!🙆🏻‍♀️🤩",21 Februari 2022
"Mantapz banget niiih..fitur nya lengkap,mudah dipahami,dan tentunya ngak ribet,,,harga nya pun terjangkau,ada ringkasan materi untuk mempermudah memahaminya..tunggu apa lagi ?buruan download app nya dijamin ngak bakal nyesel Dari kaum rebahan membawa perubahan",11 April 2020
"suka banget pake ruangguru!!! materi nya mudah dipahami dan ada latihan soalnya juga, jadi bisa mengasah apa yang kita pelajari di video pembelajaran nya, sangat sangat membantu saya bila tidak mengerti materi yang di berikan oleh guru, materi nya simpel dan tidak banyak jadi mudah di pahami dan di ingat",21 Juni 2021
Suka banget💛 Pembahasan mudah dimengerti karena menggunakan video animasi. Utk berlangganan pun tdk mahal karena sy berlangganan ketika sedang diskon😃 Terus tingkatkan ya kualitas nya. Dan terimakasih sdh membuat sy tdk bosan saat belajar🙌🙏,23 Agustus 2020
"Suka banget sih sama aplikasi ini. Soalnya ada beberapa mapel yang nilainya naik. Tapi aku mau nyaranin, tolong dong ruangguru buat juga yang kurikulum cambridge soalnya rada bingung di sekolah kl ulangan harus di terjemahin dan mikir beberapa kali buat jawab.",16 Maret 2020
"bagus sih kak 😍😍😍cuma materi buat IPS nya kurang lengkap terus yg tryout nya B Inggris kls 8 itu kan ada yg ""...underlined statement..."" Itu padahal nggak ada yang ada garisnya,,, terus kok nggak ada tanda benderanya, pembahasan nya? Tapi koneksinya bagus. Tolong diperbaiki lagi y ka . Mksh y ruangguru sainsku jd naik drts 🤭🤭🤭",12 September 2019
Apk nya sangat membantu dan mudah dipahami. Cuman saya daftar untuk smk kelas 10 jurusan akuntansi. Tapi kok mapel yang muncul cuman dikit. Itupun campur sama pelajaran smp. Saya mohon perbaiki lagi mapel nya sesuai dengan k13 revisi penuh. Terimakasih,12 Juli 2020
"Aplikasi yang sangat membantu untuk belajar di masa yang modern seperti ini, tidak monoton dan membosankan seperti di kelas, dan tidak mementingkan sekedar nilai A tetapi mementingkan seberapa paham informasi yang didapat, fleksibel, dan disertai animasi yang menyenangkan 👍👍👍😃😃😃",17 Agustus 2019
"Aplikasinya sudah bagus, banget malahan. Sangat membantu dalam belajar, dan gak bikin bosan karena ada animasinya. Tapi saran saya tolong pembahasan soalnya itu ada baiknya harus pas dilayar hp, maksudnya supaya gak perlu lagi geser geser karena tulisannya panjang melebihi layar, kan jadi gak fokus.",19 November 2019
"Tampilannya menarik sekali,fitur fiturnya juga bagus bikin kita jadi semangat dan nggak bosen belajar.Ruangguru juga membuat saya jadi lebih mudah memahami materi yg belum saya kuasai.Harganya juga murah,banyak diskon lagi.Ini bisa jadi solusi untuk saat pandemi seperti ini.Yg belum download dan langganan cepet download dan langganan,kalian nggak bakal nyesel karena aplikasi ini sangat membantu. Terimakasih Ruangguru:')",19 Agustus 2020
"Bagus, cuma mungkin buat yg suka sm sistem kebut semalam apk ini kurang rekomend🤣 tapi buat yg rajin dan bisa bagi waktu dengan baik, apk ini bagus bgt. Penjelasannya mudah dipahami, animasinya sangat membantu dan juga kakak kakaknya asique.",26 September 2020
"Aplikasi ini bagus hanya saja banyak video materi yang dikunci dan harus membayar,sangat disayangkan bagi para siswa yang mau belajar dan kurang mampu.jika bisa untuk video materi lebih baik digratiskan agar siswa lain semakin semangat untuk belajar hanya video materinya jika bisa karna jika berbayar siswa yang kurang mampu pasti akan memikirkan kembali karna saat disekolah saja mereka tetap harus bayar bulanan",27 November 2020
"Video ruang belajar nya gakbisa di akses padahal langganan 3 paket, mana udah berkali-kali copot-pasang apk nya tetep aja videonya gak bisa mutar selalu kembali ke menu awal tiap mau nonton video belajarnya. Mau pindah device ke laptop tapi stiap mau download error",23 April 2023
Awalnya aku pakai ruangguru gak terlalu sering karna males buka karna sinyal lemot terus akhirnya bapak pasang wifi dan masi tetep males. Nah kemalasanku berubah ketika PAS dimulai:) aku mulai buka apps ruangguru untuk membantu pemahamannya dan jadi kecanduan dong:( seenak itu belajar di ruangguru😢.nyesel aku ga dari dulu gunain. Ku tunggu nilai PASky keluar semoga hasilnya ga mengecewakan. Terimakasih Ruangguru sangat membantu ❤🔥,2 Desember 2020
"Bagus aplikasinya tapi ada beberapa kendala, klo di home saat mau scrol ke bawah suka susah, trus klo mau ngerjain kuis kadang gk muncul pertanyaannya, harus diputer dulu rotasi nya atau keluar dulu, Juga durasi video selalu g muncul. Tolong diperbaiki",15 Oktober 2022
"Hi ruangguru sebelumnya saya mau laporan, sebenarnya bagus sih sistem pembelajarannya untuk class online, cuman kadang ngelag/error ga bsa d buka, ga bsa ngirim tugas kdg suka delay jdinya ga tepat waktu karna suka error mulu. tolong di perbaiki. Terimakasih mohon maaf sebelumnya",5 Agustus 2020
"Sebenernya ruangguru ok banget, cuma aku sebagai pengguna BAON yang pake live teaching sering banget ngalamin kendala saat live mulai dari polling, kadang livenya lag parah padahal sinyal bagus, dan lain sebagainya. Jadi aplikasinya mohon ditingkatkan agar tidak lag dan error mulu, biar jadi nyaman belajarnya.. apalagi live teaching, kalau ada kendala dilt nya jadinya menghambat waktu belajar..",5 April 2023
"Halo ruangguru, aplikasinya sudah bagus dan membantu sekali! Tapi setelah diupdate kok jadi sering force close saat sedang memutar video? Loadingnya juga tambah lama padahal jaringan bagus-bagus aja. Saya harap pihak ruangguru bisa memperbaiki lagi, sekian dari saya.",2 Januari 2023
Ruang Guru sangat berguna dalam pembelajaran seperti sekarang..... Sangat membantu karena dilengkapi dengan fitur pembelajaran audiovisual.... Sangat rekomendasi buat para siswa yang belajar daring.....,26 September 2020
"Jadi menurut gw, ruangguru worth it, mereka ada video materi, latihan soal, tryout, blog, rencana belajar, dll. So, klo downloadpun kalian gk bakal nyesel. Cuma tambahan aja nih buat ruangguru, tolong untuk ruangguru Windows(dilaptop) kalo bisa dikembangin lagi y, soalnya fitur ruangguru Windows lebih sedikit dari dihp. Apalagi pas nonton konsep kilat, serius deh itu annoy banget, klo konsep kilat kan pake fitur adapto, nah disaat itulah pas udh bagian video fituradapto, gk bisa dibuka😭😭tlg y",16 November 2021
"Semua materi sangat mudah dipahami,apalagi disetiap sub topik pembahasan dikasih rangkuman, hanya saja terkadang ada beberapa tutor yang menjelaskan hal yang tidak perlu dijelaskan lagi untuk anak SMA seperti cara membagi dan mengalikan bilangan,jadi membuat durasi videonya terlalu panjang dan terkadang membosankannn",7 Mei 2020
"Mantap!!! Fisika & Biologi ku naik jadi 90± sekarang jadi lebih sering ngacungin tangan waktu dikelas. Terus kalau ada yg nanya sering aku jawab buat nilai plus, pernah juga beberapa kali jadi asisten guruku. Tapi sarannya, materinya ada beberapa yg kurang lengkap tapi aku juga ngerti sih itu dirangkum agar bisa lebih mengerti dan kalau bisa tutor nya ya profesional ya ^_^",12 Februari 2020
"Ruangguru itu cocok banget sama aku membantu banget buat nilaiku teruatama buat pelajaran yang aku tidak mengerti. Semua videonya itu seru membuat aku jadi ingin belajar terus setiap nonton video Ruangguru berasa lagi main game, karena ada animasi yang mendukung proses belajar menjadi lebih seru. Tetapi sayangnya terkadang aplikasi ruangguru error padahal koneksi internetku sudah stabil.",2 Desember 2021
"Dulu masih bingung harus belajar buat masuk kampus itu dimana dan bagaimana, terus cari² di Internet ketemu aplikasi ruangguru. Aplikasi belajar gratis yang cocok dengan pendidikan disekolah. Akunya memang terlambat buat pakai ruangguru karena baru pakai dikelas 12 tapi menurutku aku bisa ngejar ketertinggalan itu karena materinya mudah dipahami dan banyak ilustrasinya. Ruangguru sangat cocok buat ngejar kampus impian.",21 Februari 2022
"Wkwkw bagus, materinya lengkap dan selama yang saya amati tidak ada kesalahan penulisan atau apapun, karena saya agak was was jika saya mempelajari rumus yang salah. Dan yang saya paling suka saat fisika ada jokes di bagian tengah buat sedikit relax. Itupun sangat sederhana dan menyenangkan( ꈍᴗꈍ)( ꈍᴗꈍ)",1 Juli 2021
"Suka bgt sama ruangguru, memudahkan dalam belajar. Tapi saya kurang nyaman dengan versi terbaru ini, karena dari jawaban soalnya tidak terdapat suara benar/salah nya lagi. Lebih di perbaiki lagi. Tapi selebihnya sudah mantap, syukaaa bgt karena selain murah, materinya juga lengkap. Terdapat guru-guru lulusan terbaik. Terimakasih ruangguru, luflufluffff!😗❤",2 September 2019
"Aku suka banget sama aplikasi ini karna aplikasi ini membantu aku banget belajar saat pandemi ini dan aku jadi mudah paham sama video""animasinya..jadi nanti kalo besok nya di kasih soal dri sekolah aku jadi bisa ngerjain soalnya dengan mudah,,, Makasih Ruangguru",7 Agustus 2020
Lumayan lah😊tapi Vidionya ngk bisa d download yaa😯?? Bagi saya animasi nya terlalu bnyak😯 lebih baik ada kek di papan tulis gitu😊 jadi bisa keinget lebih lama dan penjelasannya jelas😊 klw animasi juga bisa sih😉 tapi lebih ke gambar2 doang dan penjelasan nya langsung hilang setelah materi berikutnya😯. Itu aja saran dari saya,28 Agustus 2019
"sukaa bangett sama ruangguru, aku pribadi bener bener merasa terbantu, apalagi pake video belajar animasi yg menarik dan otomatis pasti ga bikin bosen buat temen temen yang belum download, hayuk download! dan langganan sekarang!",8 November 2020
"Aplikasi nya bagus bngtt, belajar jadi lebih paham. Tampilan visualnya juga keren. Tapi tolong untuk mata pelajaran IPA dan IPS lebih baik digabungin aja contoh: (fisika, biologi dijadiin 'IPA' aja) begitu juga untuk IPS. Ohya ini untuk jenjang SMP maksudnya",11 Juli 2021
"saya suka sama ruangguru karena sudah memudahkan dalam belajar dan membuat gak bosen jadi setiap belajar mesti selalu gembira dengan animasi nya cuma ada yang kurang menurut saya tapi saya akui sudah bagus mangkanya saya kasih bintang 5 yang kurang hanya masalah jaringan setelah selesai mengerjakaj soal kadang"" nilai hasilnya gak muncul gara"" gangguan jaringan padahal aku pakai wifi dan kartuku udah 4G kalau mau bisa harus di hapus dulu lalu di download lagi jadi menurut saya kurang efektif.",16 Juli 2019
"Sangat membantu dan simpel sekali. Untuk masukannya terkadang pembahasan materi tidak sesuai dengan soal sehingga menyulitkan. Klau bisa singkatan"" rumusnya diperbanyak agar belajarnya lebih menyenangkan",12 April 2019
"Hi RG! Aplikasi yang bermanfaat banget tentunya. Lengkap dan komplit banget! Materinya cepat masuk juga banyak latihan soal! selama pandemi sangat membantu banget. Oiya, kemarin sempat mengalami kendala kurang mengenakkan, tapi team customer service ruang guru gercep banget langsung bantu menangani! Thanks Ruangguru, sukses selalu!",17 Maret 2021
Aplikasi ini sudah bagus. Video2 nya sangat menarik. Tapi sebagai pelajar saya terkadang suka melihat teman2 yang difabel (khusunya teman tuli) kesulitan untuk memahami materi. Jadi boleh tidak ditambahkan subtitel di video nya untuk memudahkan teman tuli untuk belajar? Sekian terimakasih...,17 Januari 2021
"Untuk penggunaan aplikasi nya bisa dibilang tampilan interface nya sangat user friendly, serta untuk menggunakan aplikasi nya pun tidak seribet aplikasi lainnya, materi yang disampaikan pun lengkap disertai dengan pembahasan nya juga, untuk brain academy nya juga sangat bagus, banyak fitur fitur penunjang agar proses belajar semakin menarik dan tidak cepat jenuh, untuk minesnya mungkin dibagian bug aplikasi seperti forclose, tampilan aplikasi yang macet, atau unresponsive page. Sisanya bagus....",31 Juli 2023
"Bener bener suka bangett, ini bikin kita itu gak pakek sistem belajar yg sampek malam, trus bikin kita itu semangat belajar dan gak bosen karna vidionya cuma skitar 10 menit an, bener bener berterimakasih sih! 🙏😍 nilai aku yg dulu dibawah 9 aja skarang udh bisa sering diatas 9😍😍🙏",8 Oktober 2018
"BAGUS BANGET!! Nyesel ga dari dulu belajar dari ruang guru, konsep belajarnya bagus banget, animasi di video dan rangkuman materinya menarik banget ga ngebosenin sama sekali, bobot soalnya juga tinggi, jadi lebih paham materinya dan lebih semangat belajar, buat langganan pun harganya terjangkau, bagus banget deh!",20 Maret 2020
"Tutor/mentornya jelas, ramah, sopan, materinya terperinci, mudah dimengerti, mudah dipahami, disertakan dengan contoh-contoh. Materinya sangat cocok sekali dengan saya. Terima kasih pembelajarannya sangat baik secara keseluruhan. Saya sarankan kepada teman-teman agar mengikuti pelatihan di kelas ini, karena sangat bermanfaat untuk diterapkan di kehidupan sehari-hari.",25 Agustus 2020
"baguus, tentornya sangat jelas dalam menjelaskan materinya sehingga kita dapat mengerti dengan mudah. saran saya setiap materi usahakan videonya maximal 3 atau 4 saja soalnya kalau terlalu banyak, mungkin untuk sebagian orang ada yang malas untuk melihatnya dan jg bisa menghabiskan kuota, terima kasih ruang guru💙",30 September 2020
"video animasi RUANGGURU itu menatik banget,jadi kalau belajar itu gak bosen,sebelumnya saya tidak mengerti dengan pelajaran matematika,tapi setelah melihat pembahasan dari RUANGGURU, saya jadi langsung ngerti dan nilai matematika saya jadi meningkat , terimakasih RUANGGURU:)",30 Juli 2019
"Emang koneksi jaringan harus benar² lancar ya? Kok koneksi gagal terus, video gk bisa ditonton dan didownload, padahal dibuat buka sosmed lancar semua. Trus muncul notif ruang guru tidak menanggapi. Tolong perbaiki ya kak, menyusahkan sekali:(",27 September 2019
"aq suka sama apk ini sangat membantu buat para siswa untuk proses belajar agar lebih menyenangkan tapi saya lebih suka lagi kalo di aplikasi ruang guru ini tidak hanya sd,smp,dan sma tapi ditambah juga dong smk dan pelajaran sesuai jurusannya kalo ada itu membantu sekali bagi saya,terimakasih lengkapi mata pelajarannya seperti produktif kaya yang ada di smk sesuai jurusannya",6 Agustus 2019
"Dulu aku sulit bgt buat memahami materi khususnya mapel MTK,kimia,Fisika sekarang setelah aku kenal dengan aplikasi ruanv guru aku jadi mudah memahami materi dan yang dulunya aku sebel ama materi tadi sekarang aku jadi suka apalagi mapel fisika aku lebih suka. Terima kasih ruang guru sudah membantuku dalam belajar",8 September 2019
"Pengalaman belajar yang sangat bagus, hanya ada beberapa bug yang....cukup mengganggu, tidak sampai mengganggu saya dalam belajar tapi itu cukup mengesalkan, pada saat kuis di dalam video, pilihan kuis sudah muncul terlebih dahulu sebelum pertannyaan muncul, jadi saya belum tau pertannyaannya dan pilihan jawaban sudah muncul",1 Maret 2022
"Ka maaf mau sedikit saran, untuk video materi fisika bisa ditambah dengan contoh soal? Karna kalau hanya sekedar tau rumusnya tanpa dicontohkan juga rada membingungkan buatku. Aku akan sangat berterima kasih kalau ruang guru menambahkan penjelasan contoh soal pada materi fisika agar bisa lebih mengerti dan mudah dipahami. Terimakasih, cuma sedikit saran dari ku, sangat bersyukur kalau bisa direspon kalau tidak juga gpp:)",25 Oktober 2018
"sangat membantu sekali.Tapi saya ingin sekali saat memutar video itu tidak patah-patah(lag).Padahal jaringan stabil,dipakai instagram,streaming,lancar tidak patah-patah,tetapi kenapa untuk memutar video ruangguru jadi patah-patah.Itu yang menyebabkan saya jarang membuka apk ini.Mohon pengertiannya dan di perbaiki ya kak...Aplikasi ini sangat membantu sekali,saya sudah berlangganan 2 tahun",31 Maret 2020
"tolong kembalikan Ruangguru seperti yang dulu. Pengajarannya menggunakan drawboard di Laptop. Banyak siswa yang lebih mengerti gitu soalnya,daripada kebanyakan animasi. Lebih paham yang dicoret secara langsung. Terimakasih",15 September 2020
Aplikasi ini sangat bermanfaat untuk para pelajar yang ingin belajar lebih banyak lagi terpenting para pelajar yang ingin masuk ke SNMPTN/SBMPTN karena disini banyak pembelajaran yang bisa kita serap untuk bekal kita menghadapi ujian ujian yang mudah sampai ter susah. Banyak fitur yang bisa kita lihat dari video maupun non video. Ruang guru adalah salah satu aplikasi pembelajaran terbaik di indonesia menurut saya,2 Januari 2023
"Aplikasi Ruangguru emang yang terbaik! Fasilitas yang disediakan sangat memuaskan, mulai dari soal-soal latihan yang dilengkapi pembahasan materi lewat video, sampai harga perpaket yang jauh lebih hemat dari bimbel biasa, yang sering disertai diskon dan dilengkapi metode cicilan...sangat memudahkan saya. Ilmunya lengkap, biayanya pun murah. Terimakasih Ruangguru...",16 November 2019
"Untuk materi jujur ngebantu banget. Apalagi yang mepet-mepet belum ngapalin buat utbk, tapi ada harapan dalam metode pembayaran tolong semuanya dalam brain academy,ruang belajar,dll ada metode pembayarannya pake shopeepay sama Spaylatter, karna ga perlu minta ke ortu dan aksesnya juga gampang banget buat ngelakuin transaksi terutama kredit. Makasih ruang guru",14 April 2022
"program belajar yang ditawarkan oleh aplikasi ini sudah bagus, tetapi masih banyak bug dan glitch dalam aplikasi, seperti pada soal uji sensitivitas untuk menggeser terlalu tinggi, cuman menggeser sedikit langsung berganti soal dan jujur ini sangat mengganggu, dan terdapat bug juga dalam video yang ditampilkan seperti video seringkali berubah menjadi pixel pixel",24 Januari 2019
"Kk kok latihan soalnya error setiap mau liat hasil pasti ada tulisan ""mohon maaf sedang terjadi masalah pada sistem, mohon coba lagi beberapa saat"" pas aku login ulang tetep gak bisa latihan soalnya tolong atasi ya kak agar aku bisa belajar lagi.",15 Oktober 2019
"Aku suka aplikasi ini .vidio tentang pembelajaran lengkap sesuai dengan tingkatan kelas masing"" . tapi...kenapaya!? Setiap ak mau belajar di app ruang guru sebelum vidio dimulai lodingnya lama terus vidionya jadi kepotong -potong padahal kuota full jaringan bagus . tolong kak di perbaiki aplikasinya .",20 Juli 2020
"Klo iklan jangan di semua saluran televisi karena menggannggu sekali saat mau nonton boboiboy, ejen ali, upin ipin tidak bisa mohon iklan di satu saluran tv saja. Trmksh. Juga saat saya scroll tiktok iklannya selalu muncul tolong diperbaiki bug ini",9 Agustus 2021
"Mmm barusan nyoba nonton video di ruang belajar. Rasanya agak monoton yah selain ada animasi yang cukup mewarnai gak terlalu bikin bosan. Sebenernya semuanya bagus cuma saya berharap lebih pas video penjelasan materi. Jadi saya ngarep ada sebuah kalimat untuk merangkum materi tersebut. Ini benar"" efektif. Ya gimana aja caranya pemateri agar berasa interaktif & pemahaman bener"" masuk gak dilupain. Menurut saya pemateri seperti penjelasan dari guru tapi dengan pembahasan seperti rangkuman",14 November 2021
Terimakasih ruang guru dan skil academy atas bimbingan pelatihannya. Semoga materi yg disampaikan bisa sya terapkan di lapangan serta bisa memotivasi sya. Disaat pandemi sperti ini melalui bimbingan online seperti ini sangat cocok untuk diikuti.. sukses selalu yaa,23 September 2020
"Assalamualaikum. Saya sudah berlangganan paket SBMPTN ruang guru. Tolong jika update video baru untuk tidak menghilangkan video pembahasan MATERI yang lama terutama untuk Fisika dan Biologi yg video lamanya dihapus, karna saya belum mengerti semua materi. Walau di video pembahasan SOAL tetap ada bahas materi, tapi bagi saya itu sangat singkat dan tidak cukup. Jangan walau persiapan SBMPTN semua video hanya bahas SOAL saja, percuma gak paham konsep dasarnya.",17 Desember 2019
